time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-08T00:27:18.610Z,19.2283333,-155.4135,33.86,2.28,ml,50,136,0.01766,0.12,hv,hv71322612,2020-01-08T21:03:37.370Z,"7km ENE of Pahala, Hawaii",earthquake,0.5,0.6,0.143,12,reviewed,hv,hv
2020-01-08T00:26:16.540Z,38.8388329,-122.8241653,1.45,0.45,md,11,65,0.01582,0.01,nc,nc73324936,2020-01-08T00:27:53.507Z,"9km WNW of Cobb, CA",earthquake,0.33,0.51,,1,automatic,nc,nc
2020-01-08T00:25:21.760Z,17.9433,-66.7986,8,2.2,ml,9,216,0.2166,0.32,pr,pr2020008003,2020-01-08T02:31:39.040Z,"9km SSE of Indios, Puerto Rico",earthquake,1.12,1.51,0,0,reviewed,pr,pr
2020-01-08T00:24:31.886Z,61.4927,-141.063,0,2.6,ml,,,,0.85,ak,ak020d8fzns,2020-01-08T02:28:15.040Z,"175km NNE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-08T00:24:12.650Z,35.0378333,-117.6666667,0.32,1.89,ml,29,45,0.106,0.29,ci,ci39027639,2020-01-08T00:28:07.182Z,"4km NNW of Boron, CA",quarry blast,0.54,31.61,0.147,28,automatic,ci,ci
2020-01-08T00:21:27.620Z,17.9498,-66.832,7,2.44,md,9,210,0.2131,0.35,pr,pr2020008001,2020-01-08T02:23:43.040Z,"6km SSE of Indios, Puerto Rico",earthquake,1.14,1.95,0.12,7,reviewed,pr,pr
2020-01-08T00:21:24.467Z,60.0557,-152.9034,109,1.7,ml,,,,0.31,ak,ak020d8fbvd,2020-01-08T00:41:16.164Z,"48km S of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-08T00:20:34.500Z,37.6484985,-118.88517,3.63,2.13,md,20,124,0.01013,0.04,nc,nc73324921,2020-01-08T03:26:03.398Z,"8km E of Mammoth Lakes, CA",earthquake,0.35,0.48,0.21,19,automatic,nc,nc
2020-01-08T00:19:22.680Z,37.6596667,-118.886,3.25,0.24,md,6,224,0.0164,0.01,nc,nc73324926,2020-01-08T01:29:03.072Z,"9km ENE of Mammoth Lakes, CA",earthquake,1.85,2.55,0.078,6,reviewed,nc,nc
2020-01-08T00:17:36.390Z,37.6523323,-118.8848343,3.06,1.43,md,14,136,0.01239,0.04,nc,nc73324911,2020-01-08T01:43:03.257Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.44,0.66,0.25,14,automatic,nc,nc
2020-01-08T00:13:58.342Z,36.7478,-115.6267,9.3,0.7,ml,15,217.66,0.283,0.1598,nn,nn00714914,2020-01-09T02:09:32.973Z,"67km NNE of Pahrump, Nevada",earthquake,,13.2,0.47,5,reviewed,nn,nn
2020-01-08T00:05:00.440Z,18.0013,-66.8125,9,2.4,ml,5,226,0.2104,0.17,pr,pr2020008000,2020-01-08T01:35:17.040Z,"2km NW of Guayanilla, Puerto Rico",earthquake,1.83,2.15,0,0,reviewed,pr,pr
2020-01-08T00:04:15.369Z,58.4297,-154.847,5.8,0.6,ml,,,,0.27,ak,ak020d8bo1m,2020-01-08T20:17:00.700Z,"107km ESE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-07T23:59:43.040Z,17.9786,-66.7503,7,2.73,md,9,204,0.1577,0.37,pr,pr2020007079,2020-01-08T01:21:07.040Z,"1km SW of Tallaboa, Puerto Rico",earthquake,1.82,2,0.21,8,reviewed,pr,pr
2020-01-07T23:54:51.150Z,58.1825,-155.2873333,1.17,-0.53,ml,5,153,0.03503,0.02,av,av70863369,2020-01-08T00:53:42.000Z,"98km SE of King Salmon, Alaska",earthquake,0.34,0.93,0.415,5,reviewed,av,av
2020-01-07T23:53:38.800Z,46.8863333,-112.5143333,14.89,1.11,ml,5,137,0.119,0.02,mb,mb80377729,2020-01-08T15:49:00.780Z,"14km ESE of Lincoln, Montana",earthquake,0.43,0.89,0.003,2,reviewed,mb,mb
2020-01-07T23:49:57.720Z,35.9383333,-117.3805,0.3,2.36,ml,36,49,0.09197,0.21,ci,ci39027567,2020-01-07T23:53:49.950Z,"19km N of Searles Valley, CA",earthquake,0.25,0.51,0.131,26,automatic,ci,ci
2020-01-07T23:47:57.950Z,17.973,-66.7686,13,2.42,md,9,205,0.1767,0.28,pr,pr2020007078,2020-01-08T01:13:23.040Z,"1km S of Santo Domingo, Puerto Rico",earthquake,1.53,0.84,0.11,9,reviewed,pr,pr
2020-01-07T23:47:57.130Z,35.0125,-118.4881667,6.74,0.62,ml,13,89,0.1223,0.09,ci,ci39027559,2020-01-08T16:20:20.081Z,"14km SSW of Tehachapi, CA",earthquake,0.17,0.67,0.057,2,reviewed,ci,ci
2020-01-07T23:42:02.090Z,17.923,-66.9161,7,2.32,md,9,224,0.1363,0.15,pr,pr2020007077,2020-01-08T01:10:37.040Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.92,0.44,0.09,4,reviewed,pr,pr
2020-01-07T23:41:45.000Z,35.5306664,-120.8318329,6.26,2.01,md,18,161,0.1095,0.05,nc,nc73324896,2020-01-08T00:13:05.026Z,"11km NNE of Cayucos, CA",earthquake,0.49,1.29,0.37,7,automatic,nc,nc
2020-01-07T23:38:25.640Z,17.9566,-66.9101,7,2,ml,9,203,0.1347,0.26,pr,pr2020007076,2020-01-08T07:41:01.337Z,"8km SSE of Guanica, Puerto Rico",earthquake,1.04,0.81,0,0,reviewed,pr,pr
2020-01-07T23:31:08.235Z,58.0263,-154.5482,81.9,1.4,ml,,,,0.47,ak,ak020byn2dr,2020-01-08T01:42:41.710Z,"63km NNW of Larsen Bay, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2020-01-07T23:26:58.260Z,37.9298325,-122.0623322,8.89,1.16,md,14,84,0.07222,0.05,nc,nc73324891,2020-01-08T00:03:04.482Z,"2km S of Pleasant Hill, CA",earthquake,0.51,0.64,0.16,10,automatic,nc,nc
2020-01-07T23:26:26.599Z,63.4375,-147.7744,1.1,1.5,ml,,,,0.56,ak,ak020bym123,2020-01-07T23:42:23.303Z,"58km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-07T23:25:25.329Z,61.0323,-147.166,11.4,1.7,ml,,,,0.66,ak,ak020bylt7w,2020-01-07T23:42:22.740Z,"45km WSW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-07T23:25:12.180Z,17.954,-66.8578,7,2.64,md,9,206,0.1871,0.25,pr,pr2020007074,2020-01-08T00:50:30.040Z,"8km S of Indios, Puerto Rico",earthquake,0.93,1.48,0.28,7,reviewed,pr,pr
2020-01-07T23:20:01.320Z,18.0228,-66.8445,10,3.3,ml,9,171,0.2067,0.2,pr,pr2020007073,2020-01-08T07:22:32.568Z,"2km NNW of Indios, Puerto Rico",earthquake,0.64,0.82,0,0,reviewed,pr,pr
2020-01-07T23:19:48.300Z,35.6176667,-117.4421667,7.32,0.92,ml,15,106,0.03512,0.17,ci,ci39027511,2020-01-08T14:49:51.891Z,"17km SSW of Searles Valley, CA",earthquake,0.38,0.62,0.149,9,reviewed,ci,ci
2020-01-07T23:17:04.970Z,38.8125,-122.829834,1.91,0.57,md,14,62,0.003663,0.02,nc,nc73324886,2020-01-07T23:41:02.542Z,"8km WNW of The Geysers, CA",earthquake,0.27,0.55,,2,automatic,nc,nc
2020-01-07T23:10:17.860Z,17.9266,-66.8225,6,2.4,ml,11,221,0.2258,0.27,pr,pr2020007072,2020-01-08T00:31:27.040Z,"8km SSE of Indios, Puerto Rico",earthquake,1.14,1.51,0,0,reviewed,pr,pr
2020-01-07T23:08:26.780Z,17.95,-66.8453,7,1.76,md,8,209,0.1999,0.27,pr,pr2020007075,2020-01-07T23:54:33.343Z,"5km SSW of Indios, Puerto Rico",earthquake,1.02,1.54,0.21,8,reviewed,pr,pr
2020-01-07T23:07:14.550Z,35.596,-117.5461667,10.55,0.75,ml,14,95,0.03201,0.19,ci,ci39027487,2020-01-07T23:11:00.333Z,"12km ESE of Ridgecrest, CA",earthquake,0.51,0.79,0.212,8,automatic,ci,ci
2020-01-07T23:04:43.140Z,18.0163,-66.7881,10,2.27,md,8,179,0.1838,0.28,pr,pr2020007070,2020-01-08T00:24:08.040Z,"3km S of Magas Arriba, Puerto Rico",earthquake,0.87,1.44,0.37,8,reviewed,pr,pr
2020-01-07T23:00:48.760Z,36.9208336,-121.6320038,1.26,2.12,md,7,134,0.02596,0.1,nc,nc73324881,2020-01-08T02:26:03.646Z,"4km NNE of Aromas, CA",earthquake,0.59,1.08,0.37,10,automatic,nc,nc
2020-01-07T22:58:21.952Z,63.0425,-150.487,94.9,1.3,ml,,,,0.36,ak,ak020by7g63,2020-01-07T23:42:07.625Z,"82km NNW of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-07T22:56:38.342Z,63.0428,-150.5432,127.4,1.3,ml,,,,1.37,ak,ak020by71tm,2020-01-07T23:42:07.032Z,"83km NNW of Talkeetna, Alaska",earthquake,,1.6,,,automatic,ak,ak
2020-01-07T22:54:22.030Z,17.9058,-66.6611,4,2.3,ml,9,227,0.1476,0.32,pr,pr2020007071,2020-01-08T00:20:23.040Z,"9km SSW of Ponce, Puerto Rico",earthquake,0.87,0.98,0,0,reviewed,pr,pr
2020-01-07T22:53:42.280Z,33.4878333,-116.4398333,13.13,0.31,ml,18,75,0.1031,0.13,ci,ci37432373,2020-01-08T15:08:05.103Z,"23km ESE of Anza, CA",earthquake,0.3,0.58,0.107,9,reviewed,ci,ci
2020-01-07T22:53:38.280Z,33.484,-116.4348333,14.27,0.6,ml,23,77,0.1088,0.12,ci,ci39027455,2020-01-08T15:02:09.360Z,"23km SSW of La Quinta, CA",earthquake,0.23,0.47,0.118,8,reviewed,ci,ci
2020-01-07T22:49:31.140Z,17.9513,-66.8233,8,2.5,md,9,209,0.2217,0.27,pr,pr2020007069,2020-01-08T06:52:07.959Z,"7km SSE of Indios, Puerto Rico",earthquake,0.97,1.79,0.2,8,reviewed,pr,pr
2020-01-07T22:48:00.483Z,-1.7159,99.305,10,4.6,mb,,173,3.462,1.04,us,us70006w38,2020-01-07T23:37:14.040Z,"16km SE of Muara Siberut, Indonesia",earthquake,9.9,1.9,0.107,26,reviewed,us,us
2020-01-07T22:46:30.147Z,28.9846,-97.8951,5,2.9,mb_lg,,107,0.149,0.49,us,us70006w2x,2020-01-08T15:33:28.702Z,"11km N of Karnes City, Texas",earthquake,2.3,2,0.086,35,reviewed,us,us
2020-01-07T22:25:51.700Z,36.4451675,-121.0181656,-0.6,1.8,md,9,164,0.02045,0.22,nc,nc73324876,2020-01-08T01:55:02.826Z,"15km SE of Pinnacles, CA",earthquake,1.22,1.27,0.14,7,automatic,nc,nc
2020-01-07T22:21:52.840Z,35.678,-117.5413333,2.04,1.5,ml,29,51,0.06025,0.19,ci,ci39027383,2020-01-08T14:51:15.840Z,"14km ENE of Ridgecrest, CA",earthquake,0.25,0.45,0.135,24,reviewed,ci,ci
2020-01-07T22:18:13.252Z,59.3624,-153.4302,0,0.6,ml,,,,0.17,ak,ak020bxyu9p,2020-01-08T00:49:41.950Z,"94km ESE of Old Iliamna, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-01-07T22:16:04.500Z,17.989,-66.7893,13,3.12,md,9,194,0.1908,0.37,pr,pr2020007067,2020-01-08T06:18:39.130Z,"5km SW of Tallaboa, Puerto Rico",earthquake,1.65,1.25,0.14,7,reviewed,pr,pr
2020-01-07T22:14:13.590Z,17.7723,-66.877,13,2.7,ml,9,263,0.2585,0.89,pr,pr2020007066,2020-01-07T23:44:45.040Z,"14km SSE of Guanica, Puerto Rico",earthquake,4.05,4.019,0,0,reviewed,pr,pr
2020-01-07T22:07:53.980Z,63.2698,-150.1331,100.9,1.5,ml,,,,0.95,ak,ak020bxwkzz,2020-01-07T22:41:18.974Z,"60km WSW of Cantwell, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-01-07T22:04:32.000Z,63.2633,-151.0139,12.9,1.3,ml,,,,0.71,ak,ak020bxvw3b,2020-01-07T22:41:18.394Z,"104km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-07T22:01:21.251Z,61.4095,-149.9691,32.4,1.3,ml,,,,0.85,ak,ak020bxv83y,2020-01-07T22:41:17.821Z,"12km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-07T21:59:32.590Z,40.4696667,-121.5175,2.5,0.94,md,7,127,0.00547,0.03,nc,nc71111589,2020-01-07T23:18:04.612Z,"13km NNE of Mineral, CA",earthquake,0.41,0.21,0.224,7,reviewed,nc,nc
2020-01-07T21:59:25.420Z,40.4718333,-121.5161667,2.68,0.66,md,7,131,0.007752,0.03,nc,nc73324861,2020-01-07T23:06:05.436Z,"14km NNE of Mineral, CA",earthquake,0.73,0.5,0.204,7,reviewed,nc,nc
2020-01-07T21:56:30.903Z,61.4185,-149.9638,34.8,1.3,ml,,,,0.89,ak,ak020bxllmy,2020-01-07T22:41:17.252Z,"11km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-07T21:54:21.018Z,63.2686,-150.9808,0,1.6,ml,,,,0.99,ak,ak020bxl5g3,2020-01-07T22:41:16.665Z,"102km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-07T21:47:44.610Z,17.9018,-66.7425,7,2.27,md,8,227,0.1961,0.23,pr,pr2020007063,2020-01-07T22:06:35.490Z,"10km SSW of Tallaboa, Puerto Rico",earthquake,1.1,1.57,0.13,6,reviewed,pr,pr
2020-01-07T21:47:33.640Z,36.27783333,-97.4985,7.15,1.58,ml,70,45,0,0.23,ok,ok2020amqd,2020-01-08T14:35:39.574Z,"18km W of Perry, Oklahoma",earthquake,,0.5,0.2,19,reviewed,ok,ok
2020-01-07T21:47:26.760Z,19.1685009,-155.4306641,37.97,1.99,md,27,187,0.03246,0.12,hv,hv71322512,2020-01-07T21:50:42.140Z,"6km SE of Pahala, Hawaii",earthquake,0.91,1.32,0.05,3,automatic,hv,hv
2020-01-07T21:46:00.490Z,35.9404984,-120.482666,5.41,1.05,md,10,150,0.01084,0.01,nc,nc73324856,2020-01-07T21:56:01.603Z,"7km NW of Parkfield, CA",earthquake,0.69,0.99,0.55,3,automatic,nc,nc
2020-01-07T21:43:09.320Z,17.9481,-66.7198,6,2.78,ml,9,215,0.1479,0.36,pr,pr2020007064,2020-01-07T22:40:08.700Z,"5km S of Tallaboa, Puerto Rico",earthquake,1.41,1.22,0,0,reviewed,pr,pr
2020-01-07T21:35:40.340Z,18.0216,-66.8075,9,2.94,md,9,175,0.2024,0.18,pr,pr2020007061,2020-01-07T22:02:53.040Z,"4km S of Magas Arriba, Puerto Rico",earthquake,0.61,1.02,0.14,9,reviewed,pr,pr
2020-01-07T21:35:36.450Z,35.7971649,-120.3441696,8.54,1.83,md,26,99,0.02438,0.03,nc,nc73324851,2020-01-08T00:21:05.072Z,"9km NNW of Cholame, CA",earthquake,0.3,0.41,0.15,14,automatic,nc,nc
2020-01-07T21:30:58.510Z,17.9748,-66.759,9,2.4,ml,9,204,0.1672,0.32,pr,pr2020007060,2020-01-07T21:55:59.394Z,"4km SSE of Magas Arriba, Puerto Rico",earthquake,1.09,1.49,0,0,reviewed,pr,pr
2020-01-07T21:18:01.920Z,38.8133316,-122.8300018,1.53,1.55,md,23,62,0.01053,0.03,nc,nc73324846,2020-01-07T23:55:04.813Z,"8km WNW of The Geysers, CA",earthquake,0.18,0.36,0.2,7,automatic,nc,nc
2020-01-07T21:05:55.780Z,38.8161659,-122.8225021,2.89,0.32,md,9,108,0.008961,0.01,nc,nc73324831,2020-01-07T21:20:04.179Z,"7km NW of The Geysers, CA",earthquake,0.82,1.58,0.24,2,automatic,nc,nc
2020-01-07T21:05:47.527Z,61.1264,-140.947,14.7,1.5,ml,,,,0.44,ak,ak020bxapf9,2020-01-07T21:41:18.054Z,"143km NE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-07T21:02:12.190Z,19.1625004,-155.4396667,35.47,2.09,md,31,193,0.02236,0.16,hv,hv71322487,2020-01-07T21:05:30.940Z,"6km SE of Pahala, Hawaii",earthquake,0.76,0.85,0.17,7,automatic,hv,hv
2020-01-07T21:01:48.930Z,17.9016,-66.8538,6,2.45,md,9,231,0.2021,0.36,pr,pr2020007058,2020-01-08T02:52:13.424Z,"9km SE of Guanica, Puerto Rico",earthquake,2.06,1.01,0.18,6,reviewed,pr,pr
2020-01-07T21:00:58.410Z,32.8303333,-117.0546667,-0.12,0.91,ml,40,134,0.01015,0.26,ci,ci39027287,2020-01-07T21:15:03.133Z,"8km NNW of La Mesa, CA",quarry blast,0.62,31.61,0.111,8,reviewed,ci,ci
2020-01-07T20:59:39.538Z,61.3484,-150.1665,34.3,1.6,ml,,,,0.43,ak,ak020bx0tup,2020-01-07T21:41:17.452Z,"20km NW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-07T20:58:58.251Z,37.5207,-117.1368,10.7,0.6,ml,8,236.4,0.497,0.1148,nn,nn00714904,2020-01-08T02:09:41.061Z,"22km SSE of Goldfield, Nevada",earthquake,,3.5,0.37,4,reviewed,nn,nn
2020-01-07T20:52:12.690Z,35.6768333,-117.5368333,2.97,1.27,ml,33,59,0.06066,0.17,ci,ci39027271,2020-01-08T17:55:06.690Z,"14km ENE of Ridgecrest, CA",earthquake,0.19,0.31,0.155,21,reviewed,ci,ci
2020-01-07T20:49:16.521Z,37.053,-117.2116,8.3,0.3,ml,7,159.86,0.136,0.1308,nn,nn00714902,2020-01-08T02:09:39.505Z,"43km WNW of Beatty, Nevada",earthquake,,6.4,0.31,5,reviewed,nn,nn
2020-01-07T20:41:24.920Z,33.3276667,-116.2988333,11.04,1.41,ml,47,81,0.03576,0.24,ci,ci39027239,2020-01-08T14:50:57.390Z,"11km NE of Borrego Springs, CA",earthquake,0.3,0.5,0.172,27,reviewed,ci,ci
2020-01-07T20:39:33.040Z,17.9225,-66.8263,7,2.94,md,9,222,0.2229,0.29,pr,pr2020007057,2020-01-08T16:01:20.040Z,"15km S of Indios, Puerto Rico",earthquake,0.97,1.69,0.24,6,reviewed,pr,pr
2020-01-07T20:32:59.340Z,17.9221,-66.7125,6,4,ml,10,222,0.1608,0.25,pr,pr2020007053,2020-01-08T18:28:58.040Z,"5km S of Tallaboa, Puerto Rico",earthquake,1.33,0.97,0.25,7,reviewed,pr,pr
2020-01-07T20:29:21.620Z,17.9218,-66.7836,5,2.82,ml,9,222,0.2147,0.29,pr,pr2020007055,2020-01-08T15:46:53.040Z,"12km SSW of Tallaboa, Puerto Rico",earthquake,1.3,0.75,0,0,reviewed,pr,pr
2020-01-07T20:20:14.399Z,2.17,124.1407,293.48,4.4,mb,,51,3.471,0.78,us,us70006vyd,2020-01-08T15:42:19.040Z,"108km NW of Manado, Indonesia",earthquake,6.8,7.1,0.06,88,reviewed,us,us
2020-01-07T20:19:26.710Z,58.492,-155.0006667,13.54,-0.69,ml,6,233,0.1515,0.1,av,av70863359,2020-01-08T00:33:29.900Z,"99km ESE of King Salmon, Alaska",earthquake,1.9,2.88,0.15,6,reviewed,av,av
2020-01-07T20:18:08.566Z,61.1302,-148.4845,1.1,1.7,ml,,,,0.98,ak,ak020bwryvt,2020-01-07T21:41:16.764Z,"41km NNE of Whittier, Alaska",ice quake,,0.2,,,automatic,ak,ak
2020-01-07T20:12:36.635Z,66.2648,-148.1186,22.1,1.7,ml,,,,0.7,ak,ak020bwqqo2,2020-01-07T20:41:18.648Z,"131km WSW of Fort Yukon, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-01-07T20:12:02.140Z,17.8898,-66.7485,5,2.74,md,9,230,0.2089,0.33,pr,pr2020007051,2020-01-08T14:34:03.040Z,"19km S of Tallaboa, Puerto Rico",earthquake,1.32,0.99,0.08,7,reviewed,pr,pr
2020-01-07T20:07:08.510Z,36.8398323,-121.5723343,5.46,2.93,md,45,32,0.05918,0.15,nc,nc73324811,2020-01-08T16:00:45.799Z,"3km WSW of San Juan Bautista, CA",earthquake,0.27,0.64,0.16,51,automatic,nc,nc
2020-01-07T20:07:08.130Z,17.916,-66.8296,6,2.9,md,9,224,0.2212,0.25,pr,pr2020007052,2020-01-07T21:05:42.678Z,"8km S of Indios, Puerto Rico",earthquake,1.63,0.8,0.23,9,reviewed,pr,pr
2020-01-07T20:05:13.143Z,59.6052,-152.946,93.1,2,ml,,,,0.53,ak,ak020bwp744,2020-01-07T22:52:49.040Z,"64km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-07T20:04:48.190Z,32.6378333,-115.7263333,4.77,1.25,ml,18,145,0.01146,0.18,ci,ci39027191,2020-01-07T21:18:30.069Z,"15km WNW of Progreso, B.C., MX",earthquake,0.41,0.29,0.3,9,reviewed,ci,ci
2020-01-07T20:02:46.980Z,46.0171667,-112.4673333,-2,1.71,ml,11,93,0.063,0.13,mb,mb80377704,2020-01-07T23:22:57.190Z,"5km ENE of Butte, Montana",quarry blast,0.4,31.61,0.213,5,reviewed,mb,mb
2020-01-07T20:02:37.060Z,35.669,-117.4221667,9.38,0.89,ml,16,99,0.08855,0.19,ci,ci39027175,2020-01-07T21:30:44.131Z,"11km S of Searles Valley, CA",earthquake,0.52,0.96,0.241,8,reviewed,ci,ci
2020-01-07T20:01:40.220Z,35.6963333,-117.4626667,1.62,0.75,ml,16,90,0.09955,0.21,ci,ci39027167,2020-01-07T21:30:43.131Z,"10km SW of Searles Valley, CA",earthquake,0.45,0.73,0.234,10,reviewed,ci,ci
2020-01-07T19:59:13.362Z,60.968,-150.8107,30,1.2,ml,,,,0.42,ak,ak020bwfc84,2020-01-07T20:41:17.370Z,"40km NE of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-07T19:58:56.450Z,17.9186,-66.8311,7,3.5,ml,10,224,0.2191,0.21,pr,pr2020007050,2020-01-07T20:59:26.699Z,"7km S of Indios, Puerto Rico",earthquake,1.04,1.38,0.15,7,reviewed,pr,pr
2020-01-07T19:52:50.204Z,63.474,-150.0908,139.1,1.6,ml,,,,0.33,ak,ak020bwdx2y,2020-01-07T20:41:16.757Z,"57km W of Cantwell, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-01-07T19:52:17.940Z,35.6721649,-119.9069977,-0.2,1.78,md,12,231,0.07759,0.14,nc,nc73324806,2020-01-07T23:13:02.212Z,"36km E of Cholame, CA",earthquake,1.12,10.01,0.09,5,automatic,nc,nc
2020-01-07T19:50:24.600Z,17.9358,-66.8233,8,2.74,md,9,218,0.2235,0.28,pr,pr2020007049,2020-01-07T22:34:43.040Z,"14km S of Indios, Puerto Rico",earthquake,1.1,1.31,0.06,8,reviewed,pr,pr
2020-01-07T19:40:08.532Z,62.4872,-152.1238,108,2,ml,,,,0.55,ak,ak020bwb95n,2020-01-07T20:41:16.095Z,"105km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-07T19:32:59.090Z,18.0331,-66.8073,9,2.55,md,9,168,0.2013,0.25,pr,pr2020007048,2020-01-08T02:44:18.939Z,"0km SE of Guayanilla, Puerto Rico",earthquake,0.77,1.11,0.2,8,reviewed,pr,pr
2020-01-07T19:32:22.660Z,35.06,-118.3375,-1.01,1.02,ml,22,60,0.06932,0.13,ci,ci39027127,2020-01-07T19:47:06.061Z,"13km SE of Tehachapi, CA",quarry blast,0.34,31.61,0.159,12,reviewed,ci,ci
2020-01-07T19:31:58.700Z,58.1833333,-155.3215,1.47,-0.77,ml,4,230,0.02697,0.03,av,av70863354,2020-01-08T00:09:17.860Z,"96km SE of King Salmon, Alaska",earthquake,0.65,0.77,0.316,4,reviewed,av,av
2020-01-07T19:29:37.100Z,46.851,-121.756333333333,1.19,1.07,ml,14,71,,0.08,uw,uw61566296,2020-01-07T19:50:04.780Z,"27km NNW of Packwood, Washington",earthquake,0.25,0.44,0.262265706939981,4,reviewed,uw,uw
2020-01-07T19:21:14.960Z,17.9803,-66.818,8,2.91,md,9,196,0.2208,0.28,pr,pr2020007046,2020-01-07T22:11:36.040Z,"7km SSE of Indios, Puerto Rico",earthquake,0.94,1.25,0.29,9,reviewed,pr,pr
2020-01-07T19:17:22.870Z,17.8808,-66.872,7,2.38,md,9,239,0.1937,0.21,pr,pr2020007047,2020-01-07T21:10:36.040Z,"21km SSE of Guanica, Puerto Rico",earthquake,1.27,0.63,0.32,8,reviewed,pr,pr
2020-01-07T19:15:42.330Z,46.3783333333333,-120.632666666667,7.27,1.09,ml,6,196,,0.38,uw,uw61566276,2020-01-07T20:26:45.020Z,"18km WSW of Wapato, Washington",earthquake,1.97,1.75,0.209494150863347,5,reviewed,uw,uw
2020-01-07T19:11:35.805Z,-5.1549,151.2578,116.75,6,mww,,43,1.316,1.22,us,us70006vvr,2020-01-08T22:39:42.040Z,"131km ENE of Kimbe, Papua New Guinea",earthquake,7.2,5.5,0.08,15,reviewed,us,us
2020-01-07T19:09:00.190Z,17.933,-66.8936,4,2.96,md,9,217,0.155,0.14,pr,pr2020007044,2020-01-08T03:11:35.879Z,"17km S of Guanica, Puerto Rico",earthquake,1.09,0.73,0.32,9,reviewed,pr,pr
2020-01-07T19:08:58.977Z,12.2558,-86.4328,202.86,5.2,mww,,41,0.208,1,us,us70006vve,2020-01-08T16:43:43.040Z,"14km NW of Ciudad Sandino, Nicaragua",earthquake,7,4.3,0.051,37,reviewed,us,us
2020-01-07T18:58:29.120Z,35.6358333,-117.43,2.67,0.9,ml,14,117,0.05578,0.19,ci,ci39027063,2020-01-07T19:02:12.690Z,"15km S of Searles Valley, CA",earthquake,0.37,0.59,0.116,9,automatic,ci,ci
2020-01-07T18:54:53.410Z,35.3275,-118.081,8.33,1.08,ml,32,47,0.1824,0.14,ci,ci39027055,2020-01-07T19:19:54.104Z,"24km NNW of California City, CA",earthquake,0.18,0.74,0.149,17,reviewed,ci,ci
2020-01-07T18:43:46.490Z,17.9295,-66.8913,5,4.3,ml,13,219,0.158,0.17,pr,pr2020007043,2020-01-08T18:32:36.040Z,"13km S of Guanica, Puerto Rico",earthquake,1.22,1.18,0.37,11,reviewed,pr,pr
2020-01-07T18:38:51.633Z,61.2848,-152.2325,3.3,1.4,ml,,,,0.45,ak,ak020bvphjh,2020-01-08T00:00:46.540Z,"86km NW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-07T18:36:10.930Z,18.0033,-66.7505,13,2.6,ml,9,190,0.1496,0.22,pr,pr2020007040,2020-01-07T21:56:05.040Z,"2km WSW of Tallaboa, Puerto Rico",earthquake,0.99,0.86,0,0,reviewed,pr,pr
2020-01-07T18:25:32.280Z,38.7581673,-122.730835,2.24,0.79,md,10,108,0.01201,0.02,nc,nc73324791,2020-01-07T18:42:02.634Z,"3km SE of The Geysers, CA",earthquake,0.46,0.51,0.15,5,automatic,nc,nc
2020-01-07T18:24:48.478Z,37.1348,-117.404,13.1,0.5,ml,9,155.03,0.142,0.1607,nn,nn00714901,2020-01-08T02:09:38.209Z,"62km WNW of Beatty, Nevada",earthquake,,2.4,1.13,5,reviewed,nn,nn
2020-01-07T18:20:29.730Z,17.9058,-66.8953,6,2.54,md,9,232,0.1619,0.28,pr,pr2020007039,2020-01-07T20:55:03.040Z,"18km S of Guanica, Puerto Rico",earthquake,1.38,0.8,0.24,4,reviewed,pr,pr
2020-01-07T18:17:14.034Z,61.4776,-149.9614,36,1.3,ml,,,,0.96,ak,ak020bvkwl5,2020-01-07T18:41:20.484Z,"4km S of Big Lake, Alaska",earthquake,,1.2,,,automatic,ak,ak
